iso_code,country,year,coal_prod_change_pct,coal_prod_change_twh,gas_prod_change_pct,gas_prod_change_twh,oil_prod_change_pct,oil_prod_change_twh,energy_cons_change_pct,energy_cons_change_twh,biofuel_share_elec,biofuel_elec_per_capita,biofuel_cons_change_pct,biofuel_share_energy,biofuel_cons_change_twh,biofuel_consumption,biofuel_cons_per_capita,carbon_intensity_elec,coal_share_elec,coal_cons_change_pct,coal_share_energy,coal_cons_change_twh,coal_consumption,coal_elec_per_capita,coal_cons_per_capita,coal_production,coal_prod_per_capita,electricity_demand,biofuel_electricity,coal_electricity,fossil_electricity,gas_electricity,hydro_electricity,nuclear_electricity,oil_electricity,other_renewable_exc_biofuel_electricity,other_renewable_electricity,renewables_electricity,solar_electricity,wind_electricity,electricity_generation,energy_per_gdp,energy_per_capita,fossil_cons_change_pct,fossil_share_energy,fossil_cons_change_twh,fossil_fuel_consumption,fossil_energy_per_capita,fossil_cons_per_capita,fossil_share_elec,gdp,gas_share_elec,gas_cons_change_pct,gas_share_energy,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_energy_per_capita,gas_production,gas_prod_per_capita,hydro_share_elec,hydro_cons_change_pct,hydro_share_energy,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_energy_per_capita,low_carbon_share_elec,low_carbon_electricity,low_carbon_elec_per_capita,low_carbon_cons_change_pct,low_carbon_share_energy,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_energy_per_capita,net_elec_imports_share_demand,net_elec_imports,nuclear_share_elec,nuclear_cons_change_pct,nuclear_share_energy,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_energy_per_capita,oil_share_elec,oil_cons_change_pct,oil_share_energy,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_energy_per_capita,oil_production,oil_prod_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_elec_per_capita,other_renewables_cons_change_pct,other_renewables_share_energy,other_renewables_cons_change_twh,other_renewable_consumption,other_renewables_share_elec_exc_biofuel,other_renewables_share_elec,other_renewables_energy_per_capita,per_capita_electricity,population,primary_energy_consumption,renewables_elec_per_capita,renewables_share_elec,renewables_cons_change_pct,renewables_share_energy,renewables_cons_change_twh,renewables_consumption,renewables_energy_per_capita,solar_share_elec,solar_cons_change_pct,solar_share_energy,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_energy_per_capita,wind_share_elec,wind_cons_change_pct,wind_share_energy,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_energy_per_capita
OWID_AFR,Africa,2020,-5.333,-101.264,-5.118,-124.775,-18.489,-863.428,-6.481,-357.781,,,-0.661,0.015,-0.005,0.772,0.576,,27.97,-4.846,22.105,-58.112,1141.119,176.063,851.202,1797.465,1340.793,,,236.03,637.795,332.211,142.575,15.559,69.555,,8.068,184.841,12.408,21.79,843.861,,3850.725,-7.615,90.408,-384.667,4667.096,3481.353,475.754,75.581,,39.368,-1.526,29.632,-23.703,1529.682,247.808,1141.045,2312.992,1725.343,16.896,3.524,6.814,11.974,351.75,106.352,262.383,23.748,200.4,149.485,5.741,9.592,26.885,495.183,369.375,,,1.844,14.018,0.744,4.719,38.386,11.606,28.634,8.242,-13.172,38.671,-302.853,1996.292,51.883,1489.107,3806.618,2839.492,,6.018,-2.304,0.386,-0.469,19.905,,0.956,14.848,629.466,1340598150,5162.275,137.879,21.904,5.1,8.849,22.166,456.797,340.741,1.47,13.343,0.593,3.604,30.612,9.255,22.834,2.582,15.124,1.041,7.062,53.758,16.254,40.1
DZA,Algeria,2020,,,-6.321,-54.959,-10.465,-78.293,-8.149,-56.646,,,,,,,,,,0,0.752,0,4.803,,109.534,,,,,,,,0.05,0,,,0,0.658,0.6,0.008,78.769,,14560.575,-8.128,99.746,-56.346,636.874,14523.566,,,,,-4.563,67.473,-20.598,430.815,,9824.517,814.564,18575.698,0.063,-67.226,0.019,-0.253,0.123,1.14,2.813,0.835,0.658,15.005,-15.625,0.254,-0.301,1.623,37.02,,,0,,0,0,0,0,0,,-15.083,31.52,-35.748,201.255,,4589.515,669.865,15275.913,,0,,0,0,0,,0,0,1796.286,43851044,638.496,15.005,0.835,-15.625,0.254,-0.301,1.623,37.02,0.762,-2.797,0.232,-0.043,1.48,13.683,33.757,0.01,-20.202,0.003,-0.005,0.02,0.182,0.45
AGO,Angola,2020,,,0,,-6.593,-52.962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.32,22829.495,,,,,,,,,,,32866270,,,,,,,,,,,,,,,,,,,,,,
ARG,Argentina,2020,0,,-7.988,-33.242,-4.134,-13.863,-6.866,-64.474,1.401,41.895,-46.322,1.103,-8.324,9.646,213.427,,1.07,9.063,1.013,0.736,8.86,31.988,196.041,,,142.763,1.893,1.446,91.627,86.69,20.854,10.01,3.492,0,1.893,33.511,1.344,9.42,135.149,,19351.623,-7.183,84.106,-56.927,735.604,16275.941,2027.344,67.797,,64.144,-5.648,50.228,-26.296,439.299,1918.092,9719.912,382.916,8472.378,15.43,-17.901,8.616,-16.431,75.355,461.407,1667.297,32.203,43.522,962.957,-5.15,15.894,-7.548,139.009,3075.698,5.333,7.614,7.407,25.823,3.008,5.399,26.306,221.49,582.035,2.584,-9.839,32.865,-31.367,287.444,77.264,6359.988,321.486,7113.191,0,41.895,-33.795,0.117,-0.521,1.021,0,1.401,22.596,2990.301,45195776,874.612,741.467,24.796,-10.304,12.886,-12.946,112.703,2493.663,0.995,67.489,0.379,1.336,3.317,29.743,73.384,6.97,88.863,2.671,10.993,23.364,208.421,516.959
,Asia Pacific,2020,-0.956,-331.417,-0.936,-61.63,-2.114,-88.701,-1.283,-914.003,,,-1.331,0.243,-2.304,170.723,,,57.173,-1.143,47.768,-388.684,33603.517,,,34339.171,,,,7386.396,8967.079,1456.879,1847.216,654.781,123.805,,279.073,3169.224,470.298,572.636,12919.334,,,-2.351,86.346,-1462.271,60742.138,,,69.408,,11.277,0.405,12.248,34.748,8615.946,,,6520.775,,14.298,2.733,6.478,121.217,4557.308,,,29.599,3824.005,,6.054,13.654,548.266,9605.011,,,,5.068,0.844,2.296,13.523,1615.425,,,0.958,-5.646,26.33,-1108.334,18522.627,,,4106.932,,,,12.2,0.979,74.865,688.508,,2.16,,,,70347.093,,24.531,7.173,11.357,534.743,7989.586,,3.64,19.521,1.649,189.509,1160.283,,,4.432,12.008,2.008,151.456,1412.763,,
AUS,Australia,2020,-5.964,-218.869,-0.442,-6.33,2.031,4.551,-5.249,-85.699,1.369,134.987,2.654,0.104,0.041,1.603,62.86,,53.75,-3.735,30.326,-18.201,469.095,5298.038,18395.968,3451.009,135334.32,251.348,3.442,135.099,188.844,48.133,16.113,0,5.613,0.001,3.443,62.504,18.639,24.309,251.348,,60660.293,-7.199,89.626,-107.551,1386.359,54367.279,7405.697,75.133,,19.15,-2.833,26.44,-11.924,408.986,1887.559,16038.754,1425.16,55888.896,6.411,2.603,2.318,0.91,35.859,631.881,1406.232,24.867,62.504,2451.133,15.763,10.374,21.851,160.472,6293.062,0,0,0,,0,0,0,0,0,2.233,-13.219,32.859,-77.426,508.277,220.101,19932.558,228.627,8965.814,0.039,135.027,-2.014,0.544,-0.173,8.414,0,1.37,329.96,9856.83,25499880,1546.83,2451.133,24.867,15.763,10.374,21.851,160.472,6293.062,7.416,29.831,3.803,13.515,58.823,730.938,2306.786,9.671,15.675,3.606,7.558,55.774,953.288,2187.225
AUT,Austria,2020,,,,,,,-7.598,-31.604,6.205,476.328,-11.292,1.351,-0.661,5.191,576.355,80,0.839,-21.546,6.742,-7.116,25.912,64.399,2877.034,,,71.34,4.29,0.58,14.56,10.58,42.22,0,3.4,0,4.29,54.58,1.3,6.77,69.14,,42676.308,-11.244,63.608,-30.973,244.483,27145.484,1616.628,21.059,,15.302,-4.19,22.186,-3.729,85.275,1174.72,9468.296,,,61.065,0.86,26.287,0.862,101.038,4687.778,11218.459,78.941,54.58,6060.135,-0.449,36.392,-0.632,139.877,15530.859,3.084,2.2,0,,0,0,0,0,0,4.918,-13.119,34.68,-20.127,133.296,377.509,14800.154,,,0,476.328,10.313,3.372,1.212,12.962,0,6.205,1439.221,7676.763,9006400,384.36,6060.135,78.941,-0.449,36.392,-0.632,139.877,15530.859,1.88,-6.895,1.021,-0.291,3.924,144.342,435.706,9.792,-9.471,4.361,-1.754,16.762,751.688,1861.118
AZE,Azerbaijan,2020,,,6.272,15.253,-7.619,-33.665,-4.073,-7.335,0.603,15.32,,,,,,,0,0,0.004,0,0.007,0,0.707,,,24.424,0.155,0,23.894,12.514,1.549,0,11.38,0,0.155,1.884,0.044,0.135,25.778,,17037.319,-3.46,98.131,-6.075,169.516,16718.936,2356.63,92.693,,48.547,0.886,68.851,1.044,118.937,1234.265,11730.436,258.435,25488.806,6.01,-31.999,1.525,-1.24,2.635,152.808,259.872,7.307,1.884,185.783,-28.065,1.869,-1.26,3.228,318.396,-5.544,-1.354,0,,0,0,0,0,0,44.146,-12.341,29.276,-7.12,50.572,1122.364,4987.793,408.21,40260.651,0,15.32,-0.094,0.14,0,0.242,0,0.603,23.899,2542.412,10139175,172.744,185.783,7.307,-28.065,1.869,-1.26,3.228,318.396,0.171,6.395,0.067,0.007,0.116,4.34,11.485,0.524,-10.104,0.136,-0.026,0.235,13.315,23.14
BHR,Bahrain,2020,,,1.05,1.709,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.368,96597.216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1701583,,,,,,,,,,,,,,,,,,,,,,
BGD,Bangladesh,2020,0,,-2.257,-5.706,0,,-2.913,-13.266,0.004,0.018,,,,,,,5.501,11.4,9.712,4.394,42.939,26.86,260.728,,,79.951,0.003,4.424,79.285,56.552,0.698,0,18.309,0,0.003,1.124,0.417,0.006,80.408,,2684.575,-2.898,99.374,-13.11,439.354,2667.776,481.418,98.603,,70.331,-1.615,68.838,-4.996,304.348,343.386,1848.011,247.138,1500.634,0.868,-15.186,0.391,-0.31,1.729,4.236,10.496,1.397,1.124,6.823,-5.323,0.626,-0.156,2.767,16.802,-0.572,-0.457,0,,0,0,0,0,0,22.77,-11.961,20.824,-12.508,92.067,111.172,559.037,,,0,0.018,5.469,0.002,0,0.008,0,0.004,0.046,488.241,164689392,442.121,6.823,1.397,-5.323,0.626,-0.156,2.767,16.802,0.519,17.764,0.23,0.154,1.018,2.533,6.184,0.007,-0.442,0.003,0,0.013,0.036,0.076
BLR,Belarus,2020,,,,,,,-6.793,-19.881,0.935,35.558,,,,,,,0,-0.381,5.648,-0.059,15.409,0,1630.703,,,33.596,0.336,0,34.896,34.896,0.345,0,0,0,0.336,1.04,0.181,0.178,35.936,,28871.065,-6.862,99.199,-19.94,270.628,28639.94,3692.962,97.107,,97.107,-6.78,65.485,-12.994,178.651,3692.962,18906.193,,,0.959,0.297,0.32,0.003,0.872,36.46,92.254,2.893,1.04,110.01,2.727,0.752,0.054,2.05,216.974,-6.962,-2.339,0,,0,0,0,0,0,0,-8.252,28.066,-6.887,76.568,0,8103.045,,,0,35.558,1.502,0.101,0.004,0.276,0,0.935,29.259,3802.972,9449321,272.812,110.01,2.893,2.727,0.752,0.054,2.05,216.974,0.504,1.16,0.164,0.005,0.448,19.155,47.451,0.495,10.367,0.166,0.043,0.454,18.837,48.01
BEL,Belgium,2020,,,,,,,-17.866,-132.375,5.989,452.129,23.956,1.104,1.298,6.718,579.686,182,0.103,-17.36,4.91,-6.277,29.881,7.766,2578.222,,,86.84,5.24,0.09,29.41,25.82,0.31,34.89,3.5,0,5.24,23.2,5.01,12.64,87.5,,52509.636,-20.884,75.327,-121.008,458.416,39554.042,2537.616,33.611,,29.509,-2.217,27.932,-3.853,169.982,2227.856,14666.744,,,0.354,-6.99,0.114,-0.052,0.696,26.748,60.015,66.389,58.09,5012.245,-7.038,24.673,-11.368,150.151,12955.637,-0.76,-0.66,39.874,-21.354,13.928,-23.014,84.76,3010.453,7313.429,4,-30.013,42.486,-110.877,258.553,301.994,22309.075,,,0,452.129,1.358,2.161,0.176,13.154,0,5.989,1134.969,7549.862,11589616,608.567,2001.792,26.514,21.67,10.745,11.646,65.391,5642.208,5.726,20.521,2.083,2.158,12.675,432.284,1093.612,14.446,33.493,5.283,8.066,32.149,1090.631,2773.926
BOL,Bolivia,2020,,,-3.617,-5.407,0,,,,2.855,23.045,,,,,,,0,,,,,0,,,,9.421,0.269,0,5.921,5.921,2.915,0,0,0,0.269,3.5,0.252,0.064,9.421,,,,,,,,507.235,62.85,,62.85,,,,,507.235,,144.097,12344.399,30.942,,,,,249.722,,37.15,3.5,299.821,,,,,,0,0,0,,,,,0,,0,,,,,0,,,,0,23.045,,,,,0,2.855,,807.056,11673029,,299.821,37.15,,,,,,2.673,,,,,21.573,,0.679,,,,,5.482,
BIH,Bosnia and Herzegovina,2020,,,,,,,,,0.059,3.048,,,,,,,69.045,,,,,3569.235,,,,12.91,0.01,11.71,11.78,0.02,4.91,0,0.05,0,0.01,5.18,0.03,0.23,16.96,,,,,,,,3590.571,69.458,,0.118,,,,,6.096,,,,28.95,,,,,1496.579,,30.542,5.18,1578.876,,,,,,-31.371,-4.05,0,,,,,0,,0.295,,,,,15.24,,,,0,3.048,,,,,0,0.059,,5169.447,3280815,,1578.876,30.542,,,,,,0.177,,,,,9.144,,1.356,,,,,70.105,
BRA,Brazil,2020,4.18,1.051,-7.062,-18.183,5.582,97.883,-3.328,-114.829,9.037,257.535,-0.106,7.804,-0.277,260.305,1224.622,,3.598,-10.67,4.822,-19.21,160.825,102.532,756.61,26.195,123.237,630.683,54.742,21.794,82.366,52.24,391.199,13.15,8.332,0,54.742,510.211,7.593,56.678,605.727,,15692.344,-5.97,52.815,-111.857,1761.672,8287.902,387.495,13.598,,8.624,-10.117,9.629,-36.152,321.182,245.766,1511.022,239.282,1125.717,64.583,-0.637,29.349,-6.28,978.95,1840.42,4605.538,86.402,523.361,2462.187,-0.188,47.185,-2.972,1573.886,7404.454,3.957,24.956,2.171,-5.513,1.131,-2.202,37.737,61.864,177.534,1.375,-4.228,38.364,-56.496,1279.664,39.197,6020.27,1851.39,8709.988,0,257.535,0.444,4.095,0.604,136.6,0,9.037,642.643,2849.682,212559408,3335.555,2400.323,84.231,-0.05,46.054,-0.77,1536.15,7226.92,1.254,19.158,0.589,3.157,19.635,35.723,92.374,9.357,1.462,4.217,2.027,140.66,266.644,661.742
BRN,Brunei,2020,,,-2.614,-3.393,-8.837,-6.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.408,288943.565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.565,143011.131,,,,,,,,,,,437483,,,,,,,,,,,,,,,,,,,,,,
BGR,Bulgaria,2020,-20.407,-11.575,0,,0,,-7.438,-15.4,4.573,263.368,,,,,,364,33.008,-19.285,24.879,-11.393,47.681,1901.145,6862.111,45.147,6497.423,36.61,1.83,13.21,15.74,2.13,2.94,16.48,0.4,0,1.83,7.8,1.55,1.48,40.02,,27581.901,-10.939,67.52,-15.894,129.402,18623.199,2265.255,39.33,,5.322,3.171,15.239,0.898,29.206,306.543,4203.318,,,7.346,-0.86,3.799,-0.063,7.281,423.116,1047.828,60.67,24.28,3494.307,1.336,31.57,0.798,60.504,8707.5,-9.314,-3.41,41.179,0.107,21.413,0.044,41.038,2371.754,5906.134,1,-9.322,27.401,-5.399,52.515,57.567,7557.77,,,0,263.368,6.871,2.528,0.312,4.846,0,4.573,697.388,5759.562,6948445,191.651,1122.553,19.49,4.029,10.157,0.754,19.465,2801.366,3.873,3.419,1.927,0.122,3.694,223.071,531.64,3.698,11.755,1.902,0.383,3.645,212.997,524.51
,CIS,2020,-7.789,-248.183,-6.502,-558.026,-8.244,-689.752,-4.576,-494.396,,,12.917,0.019,0.222,1.936,,,16.422,-4.963,13.942,-75.068,1437.498,,,2937.957,,,,229.436,898.964,657.948,265.587,218.014,11.58,,0.76,273.7,4.754,2.599,1397.091,,,-5.801,88.216,-560.136,9095.556,,,64.345,,47.094,-6.267,52.199,-359.85,5382.07,,,8023.756,,19.01,6.498,6.355,39.977,655.235,,,35.196,491.714,,5.72,11.784,65.739,1215.054,,,,15.605,2.855,5.217,14.93,537.867,,,0.829,-5.215,22.074,-125.218,2275.98,,,7676.635,,,,-1.036,0.018,-0.02,1.875,,0.054,,,,10310.601,,19.591,8.112,6.568,50.809,677.187,,0.34,179.73,0.114,7.536,11.73,,,0.186,93.264,0.062,3.094,6.411,,
CAN,Canada,2020,-21.803,-68.967,-2.243,-37.91,-4.28,-131.132,-5.688,-228.348,1.599,266.265,-12.959,0.593,-3.344,22.463,595.17,,7.093,-21.971,3.634,-38.735,137.568,1180.87,3644.959,247.358,6553.901,579.678,10.049,44.569,104.559,56.216,382.353,93.237,3.774,0.127,10.176,430.52,4.387,33.604,628.316,,100309.524,-8.771,64.646,-235.307,2447.421,64845.812,2770.338,16.641,,8.947,-4.42,29.751,-52.091,1126.351,1489.471,29843.34,1651.949,43769.325,60.854,0.946,25.068,8.889,949.033,10130.674,25145.163,83.359,523.757,13877.254,0.523,35.354,6.959,1338.48,35463.792,-8.391,-48.638,14.839,-3.308,6.356,-8.231,240.614,2470.373,6375.21,0.601,-10.88,31.261,-144.481,1183.499,99.997,31357.514,2932.932,77709.723,3.366,269.631,3.835,0.697,0.975,26.386,0.02,1.62,699.102,16647.592,37742156,3785.898,11406.881,68.52,1.403,28.999,15.19,1097.866,29088.582,0.698,4.532,0.288,0.473,10.915,116.226,289.208,5.348,10.135,2.353,8.197,89.069,890.35,2359.94
TCD,Chad,2020,,,,,-0.218,-0.169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.326,4707.577,,,,,,,,,,,16425859,,,,,,,,,,,,,,,,,,,,,,
CHL,Chile,2020,,,,,,,-4.614,-21.589,5.521,227.66,,,,,,,22.209,-4.151,18.701,-3.615,83.47,915.809,4366.447,,,78.829,4.352,17.507,40.477,11.26,20.484,0,11.71,0.246,4.598,38.352,7.466,5.803,78.829,,23348.403,-7.228,75.548,-26.273,337.197,17639.347,2117.41,51.348,,14.285,-6.004,13.716,-3.911,61.22,589.048,3202.523,,,25.986,-4.006,11.418,-2.127,50.964,1071.562,2666.018,48.652,38.352,2006.242,4.484,24.452,4.683,109.136,5709.074,0,0,0,,0,0,0,0,0,14.855,-8.874,43.131,-18.747,192.507,612.552,10070.378,,,12.881,240.541,7.897,5.715,1.867,25.506,0.312,5.833,1334.263,4123.652,19116208,446.333,2006.242,48.652,4.484,24.452,4.683,109.136,5709.074,9.471,20.422,4.209,3.186,18.787,390.561,982.765,7.362,14.497,3.11,1.757,13.879,303.578,726.028
CHN,China,2020,1.447,320.641,9.267,164.544,1.966,43.671,2.413,952.018,1.7,90.07,-7.873,0.086,-2.977,34.836,24.203,,60.748,0.589,56.56,133.743,22852.906,3217.632,15877.543,22475.08,15615.027,7611.836,129.64,4631.215,5044.957,253.425,1355.2,366.2,160.317,0.1,129.74,2212.54,261.1,466.5,7623.696,,28071.824,1.527,84.335,512.498,34075.189,23674.443,3505.088,66.175,,3.324,7.2,8.182,222.032,3305.8,176.072,2296.775,1940.143,1347.954,17.776,3.506,8.072,110.476,3261.558,941.553,2266.035,33.825,2578.74,1791.633,7.462,15.665,439.521,6329.287,4397.403,-0.156,-11.86,4.803,4.633,2.236,40.003,903.46,254.425,627.698,2.103,2.02,19.593,156.723,7916.455,111.384,5500.126,2265.163,1573.769,0.069,90.139,19.785,0.828,55.226,334.355,0.001,1.702,232.3,5296.721,1439323776,40404.443,1537.208,29.022,7.949,13.429,399.519,5425.827,3769.705,3.425,16.134,1.594,89.493,644.166,181.405,447.547,6.119,14.677,2.848,147.301,1150.912,324.111,799.62
COL,Colombia,2020,-40,-269.524,0.488,0.644,-11.553,-62.686,-7.41,-39.289,1.806,26.355,-10.614,1.759,-1.025,8.633,169.67,,10.637,31.739,15.171,17.944,74.481,155.236,1463.777,404.286,7945.431,74.537,1.341,7.899,23.332,14.616,49.387,0,0.817,0,1.341,50.926,0.191,0.007,74.257,,9648.333,-3.349,74.805,-12.725,367.244,7217.442,458.541,31.42,,19.683,3.566,28.366,4.795,139.259,287.245,2736.863,132.583,2605.649,66.508,-19.047,22.108,-25.537,108.537,970.602,2133.076,68.58,50.926,1000.84,-17.679,25.195,-26.564,123.691,2430.899,0.375,0.28,0,,0,0,0,0,0,1.101,-18.767,31.268,-35.464,153.503,16.061,3016.801,479.926,9431.982,0,26.355,-0.578,1.224,-0.035,6.007,0,1.806,118.048,1459.38,50882884,490.935,1000.84,68.58,-17.679,25.195,-26.564,123.691,2430.899,0.257,36.21,0.09,0.118,0.443,3.749,8.699,0.009,-54.335,0.015,-0.085,0.072,0.133,1.407
COG,Congo,2020,,,0,,-8.541,-17.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.236,33206.433,,,,,,,,,,,5518092,,,,,,,,,,,,,,,,,,,,,,
CRI,Costa Rica,2020,,,,,,,,,1.294,29.362,,,,,,,0,,,,,0,,,,10.739,0.15,0,0.018,0,8.202,0,0.018,1.645,1.795,11.542,0.076,1.469,11.56,,,,,,,,3.598,0.159,,0,,,,,0,,,,70.95,,,,,1610.073,,99.841,11.542,2265.706,,,,,,-7.651,-0.822,0,,,,,0,,0.159,,,,,3.598,,,,322.983,352.345,,,,,14.233,15.527,,2269.305,5094114,,2265.706,99.841,,,,,,0.656,,,,,14.893,,12.709,,,,,288.395,
HRV,Croatia,2020,,,,,,,-3.461,-3.254,7.298,228.974,,,,,,157,9.627,-17.134,4.474,-0.84,4.06,302.051,989.075,,,17.52,0.94,1.24,4.68,3.41,5.36,0,0.03,0.11,1.05,8.2,0.08,1.71,12.88,,22105.103,-5.024,75.988,-3.648,68.957,16797.307,1139.999,36.335,,26.475,3.644,31.958,1.02,29.001,830.64,7064.377,,,41.615,-3.086,15.407,-0.445,13.982,1305.639,3405.755,63.665,8.2,1997.434,2.083,23.25,0.431,21.099,5139.498,26.484,4.64,0,,0,0,0,0,0,0.233,-9.636,39.556,-3.828,35.896,7.308,8743.855,,,26.795,255.769,9.724,2.905,0.234,2.636,0.854,8.152,642.18,3137.432,4105268,90.747,1997.434,63.665,2.083,23.25,0.431,21.099,5139.498,0.621,0.783,0.229,0.002,0.207,19.487,50.517,13.276,17.626,4.71,0.64,4.274,416.538,1041.046
CYP,Cyprus,2020,,,,,,,-12.901,-4.177,1.21,49.695,,,,,,621,0,-16.597,0.575,-0.032,0.162,0,134.254,,,4.96,0.06,0,4.32,0,0,0,4.32,0,0.06,0.64,0.33,0.25,4.96,,23358.362,-14.902,93.479,-4.617,26.363,21835.221,3578.052,87.097,,0,,0,0,0,0,0,,,0,,0,0,0,0,0,12.903,0.64,530.082,20.907,5.465,0.266,1.541,1276.447,0,0,0,,0,0,0,0,0,87.097,-14.891,92.904,-4.584,26.201,3578.052,21700.967,,,0,49.695,2.884,0.523,0.004,0.148,0,1.21,122.216,4108.133,1207361,28.202,530.082,12.903,20.907,5.465,0.266,1.541,1276.447,6.653,48.296,2.842,0.261,0.802,273.323,663.85,5.04,0.225,2.099,0.001,0.592,207.063,490.381
CZE,Czechia,2020,-24.06,-37.592,,,,,-9.465,-44.654,6.671,505.183,,,,,,399,39.125,-18.765,31.808,-31.381,135.855,2962.933,12686.066,118.653,11079.722,70.95,5.41,31.73,40.53,5.88,2.17,30.03,2.92,0.04,5.45,10.54,2.21,0.71,81.1,,39882.98,-12.092,75.761,-44.51,323.579,30215.662,3784.673,49.975,,7.25,1.651,19.813,1.374,84.624,549.072,7902.135,,,2.676,6.296,1.237,0.313,5.285,202.634,493.54,50.025,40.57,3788.409,-0.519,23.226,-0.517,99.202,9263.415,-14.306,-10.15,37.028,-1.036,17.354,-0.776,74.12,2804.188,6921.339,3.6,-12.332,24.139,-14.503,103.1,272.668,9627.461,,,3.735,508.919,0.843,2.941,0.105,12.562,0.049,6.72,1173.02,7573.082,10708982,427.106,984.221,12.996,1.041,5.872,0.258,25.081,2342.077,2.725,-2.669,1.29,-0.151,5.509,206.369,514.459,0.875,-0.495,0.404,-0.009,1.725,66.299,161.058
DNK,Denmark,2020,,,-56.919,-18.229,-29.842,-17.413,-12.77,-24.008,18.365,915.023,,,,,,117,11.642,-14.092,5.541,-1.49,9.086,580.09,1568.715,,,35.06,5.3,3.36,5.66,1.32,0.02,0,0.98,0,5.3,23.2,1.24,16.64,28.86,,28313.54,-17.566,64.13,-22.411,105.171,18157.35,977.176,19.612,,4.574,-19.802,14.171,-5.738,23.24,227.893,4012.228,13.797,2381.983,0.069,-4.16,0.025,-0.002,0.041,3.453,7.054,80.388,23.2,4005.384,-2.356,34.343,-1.359,56.322,9723.755,17.684,6.2,0,,0,0,0,0,0,3.396,-17.247,44.418,-15.182,72.845,169.193,12576.406,40.937,7067.668,0,915.023,-14.687,7.94,-2.242,13.021,0,18.365,2248.013,4982.56,5792203,163.998,4005.384,80.388,-2.356,34.343,-1.359,56.322,9723.755,4.297,22.185,1.777,0.529,2.914,214.081,503.167,57.658,0.888,24.601,0.355,40.346,2872.827,6965.521
,Eastern Africa,2020,,,,,,,-8.484,-54.567,,,,,,,,,,3.952,9.601,2.149,56.511,,,,,,,,,,72.678,0,,,7.117,82.584,0.821,1.968,109.386,,,-14.029,65.379,-62.799,384.833,,,,,,-2.23,3.944,-0.529,23.216,,,,,66.441,5.432,30.462,9.238,179.305,,,75.498,82.584,,4.215,34.614,8.241,203.746,,,,0,,0,0,0,,,,-17.433,51.835,-64.418,305.106,,,,,,,-2.541,2.983,-0.458,17.559,,6.507,,,,588.615,,75.498,4.215,34.614,8.241,203.746,,0.75,5.965,0.344,0.114,2.025,,,1.799,-11.86,0.825,-0.653,4.856,,
ECU,Ecuador,2020,,,0,,-9.476,-31.366,-13.315,-27.527,,,,,,,,,,,0,0,0,,0,,,,,,,,24.768,0,,,0.485,25.505,0.166,0.086,32.045,,10157.683,-19.316,64.682,-27.752,115.919,6570.241,,,,,-13.644,3.046,-0.862,5.458,,309.366,,,77.291,0.052,34.097,0.032,61.106,1403.838,3463.439,79.59,25.505,1445.597,0.158,35.111,0.099,62.923,3566.465,,,0,,0,0,0,0,0,,-19.577,61.637,-26.889,110.461,,6260.875,299.63,16982.881,,27.478,6.221,0.667,0.07,1.196,,1.513,67.791,1816.307,17643060,179.213,1445.597,79.59,0.158,35.111,0.099,62.923,3566.465,0.519,-0.371,0.229,-0.002,0.411,9.434,23.275,0.267,-0.367,0.118,-0.001,0.211,4.848,11.96
